workoutActivityType,creation_datetime,start_datetime,end_datetime,duration,durationUnit
HKWorkoutActivityTypeRunning,2019-10-09 14:34:33-06:00,2019-10-09 14:01:35-06:00,2019-10-09 14:34:12-06:00,29.31101235747337,min
HKWorkoutActivityTypeRunning,2019-10-10 14:11:46-06:00,2019-10-10 13:56:30-06:00,2019-10-10 14:11:37-06:00,10.65534640351931,min
HKWorkoutActivityTypeRunning,2019-10-10 14:33:42-06:00,2019-10-10 14:11:37-06:00,2019-10-10 14:33:31-06:00,3.956845049063365,min
HKWorkoutActivityTypeRunning,2019-10-10 14:51:26-06:00,2019-10-10 14:33:31-06:00,2019-10-10 14:51:19-06:00,16.24613174200058,min
HKWorkoutActivityTypeRunning,2019-10-11 05:28:37-06:00,2019-10-11 05:05:17-06:00,2019-10-11 05:28:18-06:00,21.85625153382619,min
HKWorkoutActivityTypeRunning,2019-10-15 05:19:17-06:00,2019-10-14 07:15:21-06:00,2019-10-15 05:19:05-06:00,30.09191405177116,min
HKWorkoutActivityTypeRunning,2019-10-15 14:32:39-06:00,2019-10-15 14:08:58-06:00,2019-10-15 14:32:23-06:00,13.43825126687686,min
HKWorkoutActivityTypeRunning,2019-10-15 14:38:16-06:00,2019-10-15 14:32:24-06:00,2019-10-15 14:38:08-06:00,2.78593206803004,min
HKWorkoutActivityTypeRunning,2019-10-15 14:44:02-06:00,2019-10-15 14:38:08-06:00,2019-10-15 14:43:56-06:00,1.720685400565465,min
HKWorkoutActivityTypeRunning,2019-10-15 14:55:37-06:00,2019-10-15 14:43:56-06:00,2019-10-15 14:55:26-06:00,3.175379153092702,min
HKWorkoutActivityTypeRunning,2019-10-15 15:01:34-06:00,2019-10-15 14:55:27-06:00,2019-10-15 15:01:26-06:00,1.707012633482615,min
HKWorkoutActivityTypeRunning,2019-10-15 15:05:29-06:00,2019-10-15 15:01:26-06:00,2019-10-15 15:05:23-06:00,1.734028247992198,min
HKWorkoutActivityTypeRunning,2019-10-15 15:16:57-06:00,2019-10-15 15:05:23-06:00,2019-10-15 15:16:53-06:00,8.218864903847377,min
HKWorkoutActivityTypeRunning,2019-10-17 14:30:07-06:00,2019-10-17 13:59:40-06:00,2019-10-17 14:29:46-06:00,18.68284348050753,min
HKWorkoutActivityTypeRunning,2019-10-17 14:38:04-06:00,2019-10-17 14:29:46-06:00,2019-10-17 14:37:53-06:00,6.167822311321895,min
HKWorkoutActivityTypeRunning,2019-10-17 14:57:51-06:00,2019-10-17 14:37:53-06:00,2019-10-17 14:57:41-06:00,19.13220993081729,min
HKWorkoutActivityTypeRunning,2019-10-18 14:39:58-06:00,2019-10-18 14:03:33-06:00,2019-10-18 14:39:21-06:00,34.62040372888247,min
HKWorkoutActivityTypeRunning,2019-10-19 05:51:53-06:00,2019-10-19 05:40:31-06:00,2019-10-19 05:51:49-06:00,10.73110959927241,min
HKWorkoutActivityTypeRunning,2019-10-19 07:56:19-06:00,2019-10-19 07:01:22-06:00,2019-10-19 07:56:12-06:00,14.91184296806653,min
HKWorkoutActivityTypeRunning,2019-10-19 08:35:33-06:00,2019-10-19 07:56:51-06:00,2019-10-19 08:35:24-06:00,20.55585254232089,min
HKWorkoutActivityTypeRunning,2019-10-19 08:42:46-06:00,2019-10-19 08:36:52-06:00,2019-10-19 08:42:35-06:00,5.49744345943133,min
HKWorkoutActivityTypeRunning,2019-10-21 14:47:35-06:00,2019-10-21 14:09:23-06:00,2019-10-21 14:47:16-06:00,35.48643939296404,min
HKWorkoutActivityTypeRunning,2019-10-22 16:50:49-06:00,2019-10-22 16:25:19-06:00,2019-10-22 16:50:44-06:00,14.78131579955419,min
